Curricular units 2nd sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Scholarship holder,Father's occupation,Mother's occupation,Target
11.666666666666666,6,12.0,1,6,7,6,1,10,10,1
13.0,5,12.5,1,6,7,6,0,5,10,1
12.666666666666666,5,13.2,1,5,6,6,1,6,6,1
0.0,0,0.0,0,0,4,5,0,1,1,0
11.5,2,11.666666666666666,0,3,8,7,0,1,1,0
13.642857142857142,14,13.466666666666669,1,15,14,16,0,10,10,1
13.2,5,13.666666666666666,1,3,5,7,0,5,3,1
12.5,2,11.666666666666666,1,2,9,9,0,6,6,2
10.2,5,11.666666666666666,1,6,12,7,1,8,4,1
12.4,5,13.4,1,5,9,9,0,9,3,1
0.0,0,0.0,0,0,6,5,0,6,10,0
0.0,0,0.0,1,0,6,9,0,11,10,0
0.0,0,0.0,0,0,5,5,0,1,1,0
10.5,2,10.666666666666666,1,3,9,6,0,6,4,2
14.75,4,13.75,1,4,5,5,0,1,1,1
0.0,0,10.0,1,1,5,5,0,4,8,0
0.0,0,0.0,0,0,5,11,0,8,8,0
15.5,4,16.0,1,1,5,4,0,8,8,1
11.125,5,12.285714285714286,1,5,8,9,0,4,10,1
10.333333333333334,3,12.0,0,3,8,10,0,4,10,2
12.666666666666666,6,12.666666666666666,1,6,7,7,0,9,10,1
13.25,4,11.8,1,5,7,6,1,29,30,1
14.666666666666666,5,10.6,0,5,7,6,0,6,8,0
12.25,8,11.9,1,9,14,16,0,7,10,1
10.5,2,11.25,1,4,8,8,0,7,7,0
11.4,5,11.0,1,4,6,9,1,5,5,2
12.5,6,12.0,1,6,6,6,0,6,5,1
10.833333333333334,4,11.75,1,4,10,10,0,4,10,2
16.0,1,10.0,1,2,8,8,0,11,3,0
13.714285714285714,7,13.714285714285714,1,7,8,8,0,4,4,1
15.8,6,14.875,1,6,12,14,0,7,5,1
0.0,0,10.8,1,5,6,7,0,1,6,0
10.0,2,12.0,1,3,12,11,0,5,4,0
13.5,2,12.5,0,5,19,10,0,2,10,0
16.327272727272728,8,14.728571428571428,1,7,11,7,0,3,10,1
14.8,5,12.0,1,6,8,8,0,3,3,1
11.0,6,11.428571428571429,1,6,7,8,0,4,4,0
13.5,6,14.166666666666666,1,6,6,6,0,10,5,1
14.6,5,12.5,1,5,10,12,0,43,29,1
14.333333333333334,6,14.166666666666666,1,6,6,6,1,9,10,1
13.55,6,14.46,1,5,8,10,1,26,19,2
11.5,2,12.8,1,5,19,12,0,5,7,2
13.4,5,12.666666666666666,1,6,8,8,0,4,4,1
13.0,6,12.5,1,6,6,6,0,1,1,0
0.0,0,0.0,1,0,0,0,0,6,6,0
0.0,0,0.0,0,0,0,0,0,10,10,0
0.0,0,0.0,1,0,0,0,0,6,3,1
11.0,3,11.2,1,5,5,8,1,8,8,1
17.428571428571427,6,16.5,1,6,7,6,0,5,4,0
12.0,5,13.666666666666666,1,3,5,9,0,6,6,1
15.228571428571428,7,15.228571428571428,1,7,8,8,1,7,10,1
13.22222222222222,9,12.77777777777778,1,9,9,10,0,11,10,1
14.428571428571429,7,14.428571428571429,1,7,8,8,1,6,6,1
13.714285714285714,6,13.875,1,6,7,8,0,4,4,1
13.193333333333332,6,13.128,1,7,13,10,0,11,10,1
12.4125,7,11.605,1,6,10,9,0,4,5,1
12.0,5,14.6,1,5,8,5,1,6,5,1
0.0,0,0.0,1,0,0,0,0,6,5,0
11.6,5,11.8,1,5,6,6,1,28,29,1
12.333333333333334,6,12.333333333333334,1,6,6,6,0,9,10,1
0.0,0,11.0,1,4,5,5,1,10,10,0
12.909090909090908,11,13.181818181818182,1,11,11,11,1,6,4,1
0.0,0,11.0,0,1,0,6,1,13,10,0
12.285714285714286,6,11.833333333333334,1,6,7,6,1,10,5,1
12.98125,8,12.98125,1,8,8,8,1,8,5,1
11.2,5,11.333333333333334,1,6,6,10,0,10,5,1
11.68,6,11.68,1,6,12,12,0,3,3,1
13.5,6,14.5,1,6,7,6,0,10,10,1
12.857142857142858,7,13.142857142857142,1,7,8,7,0,36,29,1
10.5,2,11.5,0,2,7,8,0,12,5,0
11.8,5,14.2,1,5,7,6,0,12,5,1
12.2,5,11.666666666666666,1,5,7,8,1,10,10,1
14.875,8,13.175,1,7,8,8,0,5,10,1
13.314285714285717,7,13.314285714285717,1,7,8,8,1,10,10,1
10.5,3,10.6,1,3,12,13,1,4,5,1
10.75,4,12.0,1,4,8,11,1,8,6,2
14.142857142857142,6,13.428571428571429,1,6,7,7,0,9,9,1
15.571428571428571,5,13.25,1,4,8,7,1,10,10,1
0.0,0,13.0,1,2,6,6,0,8,8,0
14.0,6,14.333333333333334,1,6,7,6,1,8,10,2
0.0,0,0.0,1,0,0,0,0,8,10,0
13.166666666666666,6,14.0,1,6,6,6,0,3,5,1
12.833333333333334,6,12.0,1,2,11,2,1,10,5,1
10.6,5,12.333333333333334,1,5,10,9,0,6,3,2
10.4,5,11.8,1,5,7,8,0,6,5,1
12.791428571428572,7,12.791428571428572,1,7,8,8,1,8,10,1
11.2,5,11.625,1,8,12,8,0,7,10,1
12.43142857142857,7,11.994444444444444,1,6,11,11,1,10,10,1
12.2,5,11.6,1,5,12,9,0,8,5,1
0.0,0,0.0,1,0,6,5,0,10,5,0
13.166666666666666,6,13.166666666666666,1,6,7,8,0,11,3,0
14.1,7,14.1,1,7,8,8,0,5,5,1
12.94285714285714,7,12.396666666666668,1,6,9,8,1,7,10,1
16.0875,8,15.014285714285714,1,7,8,7,0,6,6,1
0.0,0,0.0,1,0,0,0,1,9,5,1
15.1,8,14.05,1,7,8,8,0,8,5,1
15.2,8,14.85,1,7,8,8,0,6,5,0
13.0,5,13.0,1,6,19,10,0,3,3,1
15.8625,8,14.7875,1,7,8,8,1,8,10,1
14.671428571428574,7,13.7,1,7,9,7,1,8,6,1
12.242857142857144,7,12.495714285714286,1,7,9,7,1,5,5,0
14.566666666666668,6,14.566666666666668,1,6,7,7,0,8,2,1
11.25,4,11.2,0,5,5,5,0,6,2,0
12.685714285714283,7,12.685714285714283,1,7,8,8,0,11,5,1
13.25,4,13.571428571428571,0,7,14,12,0,6,6,0
0.0,0,0.0,1,0,0,0,0,8,8,0
11.166666666666666,6,11.0,1,5,7,8,0,11,10,1
14.445,8,14.445,1,8,8,8,0,5,5,1
11.75,4,13.6,1,5,10,9,0,11,6,2
14.625,8,14.0,0,11,11,12,0,11,6,0
13.416666666666666,6,13.416666666666666,1,6,7,7,1,7,6,1
11.4,5,12.333333333333334,1,5,7,8,0,4,4,1
14.8125,8,13.1,1,7,8,8,0,9,10,1
12.8,5,13.2,1,4,10,9,0,10,10,1
14.75,8,14.75,1,8,8,8,1,5,5,1
14.333333333333334,6,13.142857142857142,1,6,6,7,1,9,9,1
12.5,5,12.5,1,4,9,9,0,6,6,2
14.857142857142858,5,13.75,1,4,8,6,0,12,2,1
13.0,6,12.4,1,5,7,11,0,6,10,1
12.0,6,13.333333333333334,1,6,6,6,0,8,5,1
12.0,8,11.727272727272728,0,11,8,11,0,10,10,0
14.0,1,12.5,1,4,11,8,0,10,6,0
0.0,0,0.0,1,0,0,0,0,4,3,0
13.614285714285714,7,13.533333333333331,1,6,9,8,1,10,5,1
12.666666666666666,6,13.166666666666666,1,6,6,6,1,1,5,1
11.0,5,13.2,1,5,8,9,1,10,10,1
12.6,4,12.2,1,5,7,7,0,11,3,2
14.857142857142858,7,13.428571428571429,1,7,7,7,1,5,10,1
12.625,6,12.714285714285714,1,6,8,8,1,4,10,1
0.0,0,0.0,1,0,0,0,0,2,3,0
13.666666666666666,6,13.666666666666666,1,6,9,6,1,6,10,1
13.166666666666666,6,11.0,1,5,6,6,0,16,18,1
13.333333333333334,6,11.4,1,5,9,11,0,1,5,2
0.0,0,0.0,1,0,0,0,0,8,6,2
12.0,5,12.0,1,4,6,7,0,6,5,1
0.0,0,0.0,1,0,0,6,0,9,6,0
11.666666666666666,6,11.0,1,5,6,14,0,8,1,1
11.571428571428571,6,12.0,1,5,8,12,0,5,5,0
12.55,8,13.308571428571428,1,7,10,7,1,10,10,1
10.666666666666666,3,13.666666666666666,0,3,7,8,0,10,10,0
0.0,0,0.0,0,0,9,6,0,9,6,0
11.25,4,12.2,1,5,8,10,0,10,10,1
12.833333333333334,6,12.666666666666666,1,6,6,7,1,4,6,1
14.07125,8,14.07125,1,8,8,8,1,10,2,1
13.2,5,14.25,1,4,9,14,0,10,10,0
0.0,0,0.0,0,0,2,0,0,10,10,0
10.25,4,12.0,1,3,8,10,0,6,8,2
10.571428571428571,7,11.166666666666666,1,6,16,18,0,10,10,2
11.6,5,13.0,1,2,8,12,0,6,1,1
0.0,0,0.0,1,0,0,0,0,10,10,0
14.901428571428571,7,14.901428571428571,1,7,8,8,1,1,1,0
12.445555555555554,8,12.65,1,7,9,8,1,9,9,1
10.6,5,11.0,0,7,5,12,0,10,6,0
12.666666666666666,5,12.4,1,4,9,7,0,8,12,1
12.666666666666666,6,12.0,1,6,7,7,0,7,7,1
13.328571428571427,7,12.135714285714286,1,7,10,8,1,8,7,1
12.5,6,12.62,1,5,8,10,1,8,10,2
11.333333333333334,3,10.666666666666666,1,3,11,11,0,4,4,2
14.051428571428572,7,13.766666666666666,1,6,10,12,1,8,10,1
13.11625,8,13.11625,1,8,8,8,0,8,10,1
0.0,0,0.0,0,0,0,5,0,10,2,0
13.571428571428571,7,12.7,1,6,8,9,0,6,10,1
11.7,5,11.857142857142858,1,7,21,11,0,10,10,2
12.333333333333334,6,12.333333333333334,1,6,7,7,1,10,6,1
16.4,5,15.75,1,4,10,9,0,10,10,2
13.2,5,13.333333333333334,1,5,6,6,0,6,6,1
13.49375,8,14.355555555555554,1,7,8,9,0,9,5,1
13.0,5,13.0,1,6,11,8,1,10,10,1
13.5,6,12.833333333333334,1,6,6,6,1,10,10,1
13.0,4,13.2,1,5,5,5,1,10,10,1
16.582222222222224,8,17.005555555555556,1,7,9,9,0,11,3,1
11.0,5,10.6,0,5,8,8,1,10,10,1
13.6,5,14.0,1,5,6,5,1,7,10,1
12.114285714285714,7,12.114285714285714,1,7,8,8,1,9,6,1
13.05875,8,13.05875,1,8,8,8,1,8,8,1
13.285714285714286,7,13.285714285714286,1,7,8,8,0,4,10,1
10.666666666666666,3,11.0,1,4,8,9,0,36,32,2
15.1625,8,14.071428571428571,1,7,8,7,1,6,10,1
0.0,0,0.0,0,0,0,0,0,7,6,0
11.0,3,11.25,0,4,12,9,0,7,6,0
13.625,6,14.0,1,6,8,6,1,10,10,1
11.666666666666666,3,12.166666666666666,1,6,11,8,1,10,5,0
13.297142857142855,7,13.297142857142855,1,7,8,8,0,4,4,1
14.25,6,13.923076923076923,1,6,9,14,0,7,5,1
12.833333333333334,7,13.37,1,7,13,11,0,7,6,1
11.0,3,12.4,1,5,8,5,1,10,8,2
13.75,4,15.0,1,4,5,5,0,3,3,0
12.571428571428571,6,13.333333333333334,1,6,7,6,1,6,10,1
12.625,4,12.0,1,3,9,8,1,10,10,2
12.2,5,13.4,1,5,9,7,0,1,1,1
0.0,0,0.0,1,0,0,0,0,6,5,2
11.4,5,11.5,1,4,5,9,0,8,6,1
12.166666666666666,6,12.0,1,6,11,12,0,1,10,2
13.485714285714284,7,13.485714285714284,1,7,8,8,0,5,5,1
11.285714285714286,6,12.0,1,6,8,6,1,6,5,1
0.0,0,0.0,1,0,0,0,0,2,10,0
14.428571428571429,3,10.333333333333334,1,3,11,7,0,6,4,2
13.76,5,12.94,1,5,7,10,0,5,10,2
13.258571428571427,7,13.258571428571427,1,7,11,11,0,8,8,1
12.0,4,12.25,1,4,10,9,0,11,11,2
10.0,1,11.666666666666666,0,3,15,9,0,8,10,0
12.5,6,13.571428571428571,1,6,6,7,1,8,10,1
11.833333333333334,5,11.8,1,5,9,9,1,8,10,1
13.285714285714286,5,14.2,1,5,7,7,1,10,4,1
11.8,5,11.0,1,5,6,8,0,10,10,1
12.6375,7,13.625,1,4,8,16,0,4,4,2
14.652857142857142,7,14.652857142857142,1,7,8,8,0,6,10,1
11.333333333333334,6,11.333333333333334,1,6,6,9,1,5,4,1
0.0,0,13.7,0,4,7,12,0,10,10,0
14.75,8,13.727272727272728,1,11,8,11,0,10,6,1
11.142857142857142,7,11.75,1,7,12,9,0,10,10,0
13.0,5,12.333333333333334,1,6,11,9,0,1,1,1
13.857142857142858,6,14.0,1,6,7,6,1,8,3,0
11.75,4,11.5,1,4,6,7,0,8,6,1
13.2,5,11.2,1,5,5,6,0,8,6,1
15.07,7,15.07,1,7,8,8,1,4,5,1
12.0,1,10.0,1,1,7,6,0,1,1,0
12.666666666666666,5,12.0,1,4,6,5,0,11,5,2
12.6,4,13.0,1,4,11,11,0,10,10,1
11.25,3,11.0,1,4,7,7,0,6,6,0
12.166666666666666,5,13.571428571428571,1,6,11,8,0,7,6,1
14.2,5,14.6,1,5,6,7,0,2,10,1
10.0,2,11.833333333333334,1,3,14,13,0,10,10,0
12.5125,8,12.625,1,7,11,11,1,10,10,1
12.333333333333334,3,11.5,1,4,14,12,0,10,10,0
10.5,4,13.25,1,4,10,8,0,10,10,1
11.9,6,12.60625,1,7,12,9,0,6,6,1
13.2,5,13.75,0,8,17,15,0,10,10,0
11.933333333333332,6,13.598333333333334,1,6,11,10,0,43,30,2
12.285714285714286,6,11.142857142857142,1,5,8,11,1,10,10,1
12.96818181818182,10,12.7,1,11,12,11,0,8,10,2
11.0,1,10.0,1,1,10,9,0,8,10,0
11.5,4,11.666666666666666,1,6,10,8,0,8,6,1
13.142857142857142,6,14.0,1,6,7,8,1,5,5,1
0.0,0,0.0,1,0,9,9,0,1,1,0
12.04142857142857,7,12.04142857142857,1,7,9,9,0,5,5,1
0.0,0,0.0,1,0,0,0,1,8,8,1
14.583333333333334,12,13.76923076923077,1,13,16,14,0,7,4,1
15.307692307692308,13,15.444444444444445,1,18,13,20,0,10,10,1
12.714285714285714,7,11.5,1,6,8,9,0,8,5,2
0.0,0,10.0,0,2,0,3,0,4,10,0
10.333333333333334,3,12.25,1,4,13,8,0,6,6,0
15.166666666666666,6,14.5,0,6,6,6,0,5,5,1
16.375,6,15.571428571428571,1,6,8,7,0,6,6,1
14.714285714285714,6,15.571428571428571,1,6,7,7,0,5,5,1
12.166666666666666,6,13.8,1,5,7,8,0,9,5,1
14.8,2,10.666666666666666,0,3,14,8,0,8,10,0
11.75,4,11.6,1,5,8,8,1,35,32,1
0.0,0,13.0,0,1,12,11,0,1,1,0
13.625,4,12.0,1,3,11,9,0,10,2,1
12.333333333333334,12,12.333333333333334,1,12,14,14,0,1,12,1
12.9,6,12.875,1,6,12,10,0,11,10,2
0.0,0,11.0,0,1,0,12,0,6,1,0
10.5,4,12.25,0,4,13,10,0,10,10,0
0.0,0,0.0,0,0,8,7,0,10,10,0
11.5,5,10.75,1,4,13,11,1,10,10,2
13.63,8,13.63,1,8,9,9,1,5,10,1
11.5,4,13.0,1,3,7,8,0,1,1,1
12.228571428571428,7,13.533333333333331,1,6,7,9,1,10,8,2
16.37777777777778,8,16.9,1,7,9,7,1,8,4,1
12.0,4,12.0,1,5,11,10,0,9,6,1
13.285714285714286,6,12.5,1,6,7,6,0,7,8,1
12.764285714285714,7,12.764285714285714,1,7,8,8,0,11,5,1
12.166666666666666,5,13.75,1,5,6,8,1,8,10,1
0.0,0,0.0,1,0,0,0,0,5,4,0
15.68333333333333,8,14.604285714285712,1,7,9,7,1,6,10,1
0.0,0,0.0,0,0,7,7,0,4,6,0
12.5,6,13.833333333333334,1,5,7,9,1,6,2,1
13.57625,8,13.57625,1,8,8,8,1,8,8,1
15.833333333333334,6,15.142857142857142,1,6,6,7,1,8,8,1
11.6,5,10.666666666666666,1,3,8,8,0,4,5,1
12.0,6,11.2,1,5,6,11,0,8,6,1
13.76375,8,13.76375,1,8,8,8,0,9,5,1
12.2,5,13.25,1,8,14,10,0,4,5,2
12.2,5,10.714285714285714,1,5,10,10,1,7,6,1
11.666666666666666,6,12.166666666666666,1,6,7,6,0,5,5,1
14.357142857142858,6,14.357142857142858,1,6,8,8,0,11,5,1
12.666666666666666,6,12.833333333333334,1,6,6,6,0,6,5,1
13.925714285714283,7,13.925714285714283,1,7,8,8,0,2,2,1
11.0,3,12.0,1,2,9,9,0,5,8,0
13.744444444444444,8,13.44285714285714,1,7,9,7,0,4,5,1
0.0,0,16.0,1,1,5,5,0,8,8,0
13.2,6,13.125,1,6,10,8,0,10,10,1
0.0,0,0.0,1,0,6,7,0,5,5,0
11.0,4,11.4,0,5,4,9,0,10,10,0
11.666666666666666,3,11.0,0,2,9,12,0,5,5,0
10.0,1,11.0,1,1,11,13,0,6,5,2
13.0,5,13.666666666666666,1,5,10,14,0,2,10,1
10.0,1,11.75,0,4,6,10,0,10,5,0
13.0,1,10.0,1,1,7,11,0,6,6,0
12.833333333333334,6,13.5,1,6,9,8,1,10,10,1
0.0,0,0.0,1,0,0,0,0,10,10,0
11.0,1,12.0,1,1,11,12,0,7,4,2
11.8,5,13.0,0,3,10,11,0,4,6,0
16.0,6,14.833333333333334,1,6,6,7,0,9,5,1
12.857142857142858,6,11.833333333333334,1,6,7,6,0,6,10,1
12.333333333333334,5,12.0,1,5,11,10,1,9,8,1
11.333333333333334,6,12.75,1,4,7,11,0,9,8,1
14.75,4,0.0,1,0,7,5,0,2,6,2
10.0,1,0.0,1,0,16,7,1,6,6,0
12.857142857142858,6,12.0,1,6,7,6,0,6,6,1
13.8,8,11.677777777777775,1,7,8,9,0,8,8,1
13.6,7,13.6,1,7,8,8,1,8,5,1
15.875,6,16.0,1,6,8,7,0,10,10,1
11.5,6,11.8,1,5,7,9,0,4,4,1
14.0,2,0.0,1,0,7,5,0,4,10,0
0.0,0,0.0,1,0,0,0,0,10,10,0
16.2,6,16.142857142857142,1,6,10,7,1,4,8,1
11.785714285714286,7,11.785714285714286,1,7,8,8,1,6,10,1
13.42375,8,13.42375,1,8,8,8,1,6,5,1
14.166666666666666,5,12.5,1,6,10,8,0,11,10,1
12.464285714285714,7,12.464285714285714,1,7,8,8,1,8,10,1
12.6,5,12.375,1,8,15,18,0,44,29,2
0.0,0,10.0,1,1,9,8,0,7,7,0
12.428571428571429,6,12.6,1,5,10,8,0,11,10,2
12.4,4,12.6,1,5,6,5,0,10,10,1
12.0,4,10.0,1,2,6,7,0,9,10,0
0.0,0,0.0,1,0,0,7,0,9,8,0
12.333333333333334,5,11.6,1,5,8,7,0,8,10,1
13.5,6,12.166666666666666,1,6,6,8,0,8,5,1
12.666666666666666,5,13.6,1,4,7,10,0,8,10,1
11.8,5,12.5,0,4,8,8,0,10,10,0
11.5,4,12.25,1,4,10,6,1,6,5,2
12.625,6,11.714285714285714,1,6,8,7,1,10,10,1
13.0,6,13.5,1,6,7,7,1,10,5,1
13.024285714285714,7,13.024285714285714,1,7,8,8,1,10,8,1
0.0,0,0.0,0,0,0,12,0,8,5,0
18.571428571428573,5,17.333333333333332,1,5,8,6,1,5,5,1
11.5,4,11.0,1,4,7,7,1,8,6,1
12.5,6,13.666666666666666,1,6,9,10,0,4,4,0
13.8,5,11.375,1,6,6,9,1,10,5,2
11.833333333333334,6,12.833333333333334,1,6,8,6,0,10,10,1
11.5,4,12.6,1,5,11,9,0,1,1,1
13.771428571428572,7,14.333333333333334,1,6,9,8,0,8,10,1
13.625,6,13.5,1,4,10,8,1,9,10,2
14.285714285714286,7,14.285714285714286,1,7,8,8,0,10,10,1
10.0,2,11.75,1,3,12,15,0,8,10,0
17.6,5,14.8,1,5,5,5,0,10,3,1
0.0,0,0.0,0,0,0,7,0,4,10,0
0.0,0,10.0,1,1,5,14,0,5,5,0
0.0,0,0.0,1,0,5,5,0,1,1,0
12.38,5,12.6,1,4,9,10,0,7,10,0
11.8,5,12.428571428571429,1,5,7,9,0,10,5,1
12.0,3,10.0,1,4,11,10,0,6,6,2
0.0,0,12.333333333333334,1,3,5,7,0,5,4,0
0.0,0,0.0,0,0,0,0,0,10,4,0
0.0,0,0.0,1,0,0,0,0,3,3,1
13.333333333333334,8,12.1,1,10,9,12,0,11,2,1
15.0,6,14.714285714285714,1,6,6,7,1,8,8,1
12.833333333333334,6,12.666666666666666,1,6,7,6,0,10,10,1
13.3,10,14.384615384615383,1,12,12,14,1,9,9,1
12.2,5,13.4,1,5,6,5,1,8,6,1
13.314285714285717,7,13.314285714285717,1,7,8,8,0,8,6,1
11.98857142857143,7,11.98857142857143,1,7,8,8,0,10,10,1
12.88888888888889,8,11.545454545454543,1,11,13,17,0,37,21,1
13.875,6,16.46153846153846,1,6,8,13,1,7,10,1
12.833333333333334,6,13.666666666666666,1,6,6,7,1,6,10,1
13.411111111111111,8,12.65,1,7,9,8,0,4,3,0
12.0,3,12.333333333333334,1,6,10,7,0,8,6,2
14.65,7,14.37,1,6,10,8,0,8,10,1
11.75,4,12.0,1,3,8,13,0,10,5,2
10.666666666666666,3,12.0,0,3,15,12,1,9,1,0
11.0,3,12.0,1,4,14,11,1,8,6,0
11.2,5,12.6,1,5,7,10,0,9,5,1
12.333333333333334,6,12.166666666666666,1,6,6,6,0,4,10,1
14.0,6,13.5,1,6,8,8,0,16,32,2
13.76375,8,13.76375,1,8,8,8,1,10,10,1
12.8,6,12.4,1,6,8,11,1,6,6,1
12.0,2,10.666666666666666,1,4,11,16,0,11,3,2
14.333333333333334,6,14.333333333333334,1,6,7,7,0,10,10,1
12.666666666666666,2,12.5,1,4,13,12,0,10,5,2
0.0,0,10.0,0,1,13,14,0,8,1,0
14.622222222222224,8,14.69625,1,7,9,8,0,4,4,1
13.75,3,11.5,1,4,17,14,0,10,3,2
13.9125,8,12.855555555555556,1,7,8,9,1,8,10,1
13.994444444444444,8,13.7,1,7,9,7,0,11,4,1
12.0,1,0.0,0,0,10,9,0,4,2,0
12.0,4,11.2,1,3,9,13,0,8,8,2
13.333333333333334,8,13.285714285714286,1,7,9,7,0,6,6,1
10.4,5,13.0,1,5,8,9,0,11,3,2
11.685714285714283,6,12.6,1,6,9,8,1,8,4,2
12.0,4,12.8,0,5,5,5,1,7,10,2
11.0,5,11.5,1,5,13,14,0,10,10,0
11.4,7,11.4,1,7,8,8,1,9,8,1
11.333333333333334,6,12.333333333333334,1,6,8,6,1,10,7,1
12.2,4,12.8,1,5,10,7,0,10,10,1
15.0,4,12.0,1,5,8,8,1,8,8,1
13.5,5,13.0,1,5,9,8,1,8,10,1
11.0,6,11.833333333333334,0,6,8,6,1,9,5,0
13.333333333333334,6,14.0,1,6,9,8,0,5,5,1
13.5,6,12.333333333333334,1,6,6,6,1,4,4,1
12.5,7,13.04,1,5,7,10,1,8,8,2
13.333333333333334,8,13.166666666666666,0,11,15,18,0,10,9,2
12.833333333333334,6,12.5,1,6,11,7,1,10,5,1
0.0,0,0.0,1,0,0,0,0,4,4,1
15.657142857142857,7,15.657142857142857,1,7,8,8,0,10,10,1
11.333333333333334,6,12.166666666666666,1,6,6,6,0,4,5,1
0.0,0,0.0,1,0,0,0,0,10,5,0
11.166666666666666,5,10.6,1,5,9,11,1,9,6,2
12.666666666666666,5,13.428571428571429,1,6,11,10,0,6,5,2
0.0,0,11.75,1,4,12,8,0,1,1,0
0.0,0,0.0,0,0,5,10,0,6,10,0
0.0,0,0.0,0,0,0,0,0,11,5,0
0.0,0,0.0,0,0,0,0,0,10,10,0
0.0,0,13.0,1,1,5,9,0,31,15,0
13.331428571428573,7,13.331428571428573,1,7,8,8,1,10,10,1
0.0,0,0.0,1,0,0,0,0,6,6,0
0.0,0,0.0,1,0,0,0,0,10,10,1
13.7,6,13.7,1,6,7,7,0,10,5,1
0.0,0,0.0,0,0,5,5,0,4,4,0
13.875,6,13.454545454545457,1,9,9,12,0,6,4,0
12.2,7,12.2,1,7,8,8,0,10,10,1
11.0,4,10.0,1,3,10,8,0,4,8,0
12.857142857142858,6,13.0,1,5,7,7,1,10,10,1
14.0,6,12.0,1,6,6,11,0,9,5,1
15.028571428571428,7,15.028571428571428,1,7,8,8,0,10,10,1
11.714285714285714,6,12.0,1,6,7,8,0,10,6,1
12.4,5,12.0,1,5,8,8,0,6,4,1
11.333333333333334,3,13.666666666666666,0,3,8,7,0,9,5,0
0.0,0,0.0,1,0,0,0,0,2,6,0
12.5,4,12.0,1,5,7,6,0,4,10,2
0.0,0,0.0,1,0,0,0,1,8,8,1
0.0,0,14.0,0,1,7,6,0,6,6,0
0.0,0,0.0,1,0,7,6,0,10,6,0
12.583333333333334,5,12.375,1,7,11,8,0,9,3,1
0.0,0,0.0,0,0,0,0,0,10,10,0
11.076923076923077,13,11.421052631578949,1,18,16,21,0,2,5,1
13.35,6,13.35,1,6,7,7,0,9,10,1
16.0,2,15.0,1,6,6,6,1,4,6,1
0.0,0,10.5,1,2,5,9,0,10,2,0
0.0,0,0.0,0,0,6,0,0,3,4,0
11.833333333333334,5,13.25,1,5,6,8,0,6,10,1
0.0,0,0.0,1,0,5,10,0,12,5,0
10.6,3,11.5,1,4,15,7,0,4,4,2
13.88125,8,13.88125,1,8,8,8,1,8,3,1
12.6,5,11.333333333333334,1,6,8,8,0,11,4,1
0.0,0,0.0,1,0,0,0,0,10,10,0
13.666666666666666,6,12.857142857142858,1,6,7,7,0,10,5,1
12.5,6,11.6,1,5,6,6,0,39,29,1
11.333333333333334,6,11.4,1,5,6,9,1,4,10,1
13.0,6,13.333333333333334,1,6,10,11,0,10,4,2
13.77777777777778,9,13.571428571428571,1,7,9,7,1,10,4,1
12.228571428571428,7,11.833333333333334,1,6,8,13,0,10,10,1
14.142857142857142,7,14.428571428571429,1,7,7,7,1,9,10,1
0.0,0,0.0,1,0,0,0,0,4,4,2
12.4,5,12.285714285714286,1,6,9,8,1,8,10,1
13.8,5,14.4,1,5,5,7,0,12,2,1
15.06875,8,13.15,1,7,9,8,1,8,10,1
0.0,0,0.0,0,0,5,6,0,9,3,0
0.0,0,0.0,1,0,8,5,0,9,6,0
12.342857142857143,7,12.342857142857143,1,7,8,8,1,6,6,1
10.8,5,12.2,1,5,7,6,0,10,10,2
11.0,1,10.5,1,4,14,10,0,1,6,0
11.6,5,10.6,1,5,8,5,0,2,10,1
0.0,0,0.0,1,0,6,6,0,6,10,0
12.0,6,11.25,1,4,6,8,1,8,10,1
11.7,10,10.5,1,6,10,11,0,10,10,1
11.666666666666666,3,11.0,1,4,11,11,1,10,10,2
14.5125,8,13.457142857142856,1,7,8,7,0,8,5,1
12.333333333333334,4,12.6,1,5,8,6,0,12,12,1
0.0,0,0.0,0,0,0,0,0,8,12,0
13.6,5,13.666666666666666,1,6,8,6,0,6,6,1
11.8,5,11.6,1,5,5,5,1,8,6,1
12.833333333333334,5,12.571428571428571,1,6,10,9,0,11,10,0
11.4,5,11.8,1,5,7,7,0,6,10,0
12.666666666666666,3,11.6,1,5,11,5,1,8,6,2
11.833333333333334,6,11.333333333333334,1,6,6,8,1,8,10,1
11.5,6,10.666666666666666,1,6,6,6,0,7,7,1
13.4,5,13.5,1,4,5,10,0,10,10,2
0.0,0,0.0,1,0,0,0,1,6,6,1
11.5,4,13.333333333333334,1,6,9,9,0,7,3,1
13.5,2,13.4,1,5,16,9,0,2,2,2
12.25,4,10.2,1,3,13,8,1,10,10,2
12.833333333333334,6,13.0,1,5,7,6,1,8,10,1
12.90857142857143,7,12.90857142857143,1,7,11,11,1,8,6,1
10.0,1,12.0,1,4,11,12,0,10,5,0
11.0,5,10.833333333333334,1,6,8,9,1,8,8,2
15.833333333333334,6,15.333333333333334,1,6,9,6,0,9,5,1
12.875,6,12.816666666666668,1,6,11,9,1,10,10,2
14.0,2,13.0,0,6,6,7,0,5,4,0
11.0,2,13.5,1,2,11,11,0,31,21,2
